question,extracted_terms
"만들어보고 싶은 서비스, 기술적인 내용을 포함해서 인터넷 상에 있는 누군가의 정보를 모두 지우기 위해서는 기술적으로 어떤 문제들을 해결해야할까요 사용했던 오픈소스의 실제 코드를 분석해본적이 있습니까",오픈소스
"기존에 해왔던 개발업무에 대한 설명 자료구조 관련 질문, 간단한 손코딩 앱개발시 이용하는 기본 API에 대한 이해도를 보기위한 질믄 채용방식 개인면접 발표시기 30일 후 ""실제 개발을하고있는 분들이 면접관이어서 좋았다 깊이있는 실무 얘기를 할 수 있 었다."" 신입공채 채용 판도 뒤바꾼 SKT…”오히려 좋 아” [인터뷰] SK텔레콤 광고사업팀 김유민님, Ranker팀 김태 현님 찐친부터 가족까지 입사시키고 싶은 이 회 사, 비결은? 찐으로 ‘좋아요’ 꾸욱 누르게 만드는 SKT 구성원 리뷰 모 음.zip K텔레콤(주) 사의 빠른 소식을 받아보세요! 2 코이즈(주) 8 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",API
"이전 경력, 본인만의 개발 우선 순위(기술적 능력, 동료 친화력 등 무엇이 1순위인지), 그 외 자바 기술 질문( REST API 란 무엇인가, 접근제한자, sql 질문 약간 등)",API
보안장비에 대해 설명해 보아라? ISMS 진행 경험은? 개인정보보호법에 대한 설명해 보아라,개인정보보호법
"자기소개 (지원동기, 장단점) String과 StringBuffer 차이점 Map과 Hashmap의 차이점 오버라이딩의 추상적 개념 데이터 캡슐화 설명하기 최근 이슈되는 웹 보안 할 수 있는 방법 좋은 개발자란 어떤것인가? RDBMS에서 JOIN의 종류와 각각의 특징 설명하기 HTML의 구조 주어진 특징을 CSS로 적기 주어진 테이블을 보고 쿼리 만들기 Paging클래스 알고리즘 만들기 (게시판 블록사이즈, 페이지사이즈) i++ + ++j =? (i=5, j=6) •int main() { int i, n = 20; for (i = 0; i < n; i--) printf(""*""); return 0; } 여기서 한문자만 고쳐서(삭제,추가 불허) * 문자를 20번 출력하게 하시오 채용방식 그룹면접 발표시기 3일 후 ""최대한 자세하게 작성해주세요. 최초 연락부터 인터뷰 횟수, 분위기, 면접관의 특 징, 면접 팁 등 1. 서류면접을 합격했으니 내일 면접볼 수 있냐고 해서 다음날 면접 봄. 2. 오자마자 간단한 기술 테스트를 봄 3. 면접을 대기하다가 다대다 면접을 봄 4. 전체적으로 딱딱한 분위기는 아니나 30분 걸림"" 불합격 부정적 도움이 돼요 5","map, 블록, int"
멀티 인덱스 성능 관련 질문 리액티브 프로그래밍 관련 질문 함수형 인터페이스 등 java8 관련 질문들,함수
알고리즘에 대해 설명하세요 UI가 그려지는 과정을 설명하세요 특정 함수에 대해 설명하세요,함수
"자격증 관련 지식, API, QA로서의 자세",API
"역색인, 함수형 프로그래밍 특장, 자바8에서 추가된 사항, 디자인 패턴, msa 란?",함수
임원급 면접이 생각보다 난이도가 있었고 인사팀 인성 면접은 생각보다 실망스러웠음 리스트에 있는 질문만 읊는 수준,리스트
"라이브러리와 프레임워크 차이, 기본기 위주의 질문들입니다",라이브러리
질문리스트 뽑아와서 질문함. 심층질문 없음,리스트
"사용하는 프로그래밍 언어, 프래임워크, 라이브러리",라이브러리
"spring 기본 개념질문 1. aop, filter, interupt 등에 대한 질문 2. di, ioc 질문 3. 직무경험에 대한 질문",int
"java 메모리 구조, NOSQL 써봤는지, REST 에 대한 뜻이 무엇인지 등에 이론적인 질문들",REST
(objective c) null nil 차이점. (objective c) viewcontroller의 view cycle (objective c) iOS 라이브러리 관리 법,라이브러리
"문자열 리버스 함수를 구현하시오. 팩토리 메서드로 리펙토링 하시오. 직접 구현한 플랫폼을 그리고 설명하시오 채용방식 필기시험, 스킬테스트, 개인면접 발표시기 30일 후 ""손코딩, 기술면접, CTO 면접 순으로 진행. 평이한 난이도에. CTO면접은 주로 CTO님의 말씀 듣는 시간이었음"" 합격 긍정적 도움이 돼요 0",함수
"회사에 지원한 동기, 자기소개, 기능리스트를 뽑인 이유 ""전문적이지 않은 실무자가 들어와서 원론적인 면접을 진행합니다. 많은 양의 기획 서를 주고 30분만에 기능리스트를 쭉 뽑으라고 합니다~. 30분안에 보기에는 무리 인 시간. 운 좋아서 까다로운 핵심기능 페이지가 눈에 들어와야함 ㅎㅎ"" 합격 보통 도움이 돼요 1",리스트
"자바 문법 관련 기초 질문 DB성능 관련 질문 쓰레드, 프로세스에 관한 설명 밎 파이썬에서 멀티프로세스란? 채용방식 스킬테스트, 개인면접 발표시기 15일 후 ""2달간의 인턴직으로 근무하였습니다. 면접관들께서 면접자를 상당히 배려해주는 모습이 인상깊었습니다."" 합격 긍정적 도움이 돼요 0",파이썬
"3대1 면접. 자기소개 따로 없음. 코딩테스트 리뷰-자소서 기반&기술 질문-손코딩 순으로 진행. 아래 생 각나는대로 적어봄. 코딩테스트 리뷰 본인 생각에 코딩테스트에서 가장 아쉬웠던 점은? 코딩테스트 후 완성도를 높이기 위해 더 노력한 사항이 있는지? 설계나 사용한 자료구조에 대한 설명 등 질문 자소서에 적힌 사항에 대한 질문들 벡터&어레이리스트&배열의 차이점은? 추상클래스와 인터페이스의 차이점은? 오버로딩과 오버라이딩의 차이점은? OOP의 특징 4가지를 설명해보라 Java의 접근제한자 4가지를 설명해보라 synchronized에 대해서 아는대로 설명해보라 등 주로 Java, Spring에 대한 질문이고 네트웤, OS 등에 대한 질문도 몇 개 있음. 타기업들과 비교했을때 그닥 어려운 난이도는 아님. ""서류전형-코딩테스트-1차면접 후 탈락. 코딩테스트는 타기업들과 달리 프로그램 작성 후 메일로 프로젝트를 제출하는 식. 1차면접은 타기업들과 크게 다르지 않은 다대일 기술면접 형식. 면접관들은 면접에 대한 교육을 따로 받고 들어오시는듯 굉 장히 친절하심. 다만 각 전형별 피드백이 없는 부분이나 면접진행 시 불필요하게 여 러 사람과 장소를 거쳐야 하는 등 프로세스는 좀 아쉬웠음."" (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  (주)코드박스 [200억 ↑투자, 두나무 계열사] 소프트 웨어 엔지니어 3 ~ 10년, python, react, graphql, typescript, Django fra…  (주)트레드 Back-e 경력무관, j 액 3000억원 이상 (주)교원 포지션 0개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스","벡터, 리스트, 배열"
"시험:문자열 뒤집기, 문자열 리스트 뒤집기, 교집합구하기, 문자열+십진수+정렬 synchronized , 추상클래스와 인터페이스 차이, 재사용리스트뷰, 트러블 슈팅, 어려웠던점, 커스텀뷰, 자바 버전간 차이, 각종 신기술 등등 질문의 스타일이 추상클래스와 인터페이스의 차이가 뭐에요? 이게 아니고 추상클래스 써봤어요? 커스텀뷰 써봤어요? 어떤 기술 써봤어요? 라서 시험 잘치고 대답 잘해도 안 써봤다면 대답해도 떨어질듯.",리스트
API 서버에 사용자가 폭증해서 병목현상 발생 시 대처방안,API
"손코딩은 간단한 알고리즘 문제가 나옴. 교집합. 비트연산. 요구사항에 맞는 리스트 만들기 기술 질문은 직무에 관련된 기술에 대해 세세하게 물어보는 편. 단순하게 사용해본 프레임워크나 MVC, IoC, AOP 등에 대해 아는 것을 설명해 달라고도 함. 사용해본 데이터베이스의 차이점이나 장점 등도 질문함.",리스트
"1차 : 프로젝트 관련 - 함수형 프로그래밍을 쓰는 이유, 메모리 관련 라이프사이클, 자바 8의 변경 사항 등 지원서와 관련된 내용을 주로 물어봄 2차 : 복잡도, 기초 자료구조 및 알고리즘을 회사 문제에 적용하는 방법, 상황에 맞는 설계",함수
oop란 oop의 3대조건 interface와 추상화 클래스 virtual 키워드 오버라이드와 오버로딩 프로젝트 질문 퀵소트 빅오 다형성 c언어 int와 자바의 int 차이점 다익스트라 알고리즘,int
"oop란 오버로딩 오버라이딩 상속성 compareTo메소드 equires메소드 해시코드 인터페이스 추상클래스 발표시기 30일 후 ""(기술면접) 면접관 3 지원자 1 로 진행되었다. 자기소개를 시작으로 온라인test질문 1개 프로젝트 관련 질문 1개 자바 기초 질문 다수 형상관리,디버깅 관련 질문 질문을 준비한 것이 아니라 즉석에서 생각해내려고 애쓰는 모습이 보였다.. 자바를 중점적으로 질문했고 이 기업에서 어떤 기술을 필요로 하는지 명확하게 보 이지 않았다."" 대기중 보통 도움이 돼요 1",par
"코딩문제가 가장 어려웠으며 A4용지 1장당 한문제로 진행 총3문제 리스트관련문제, 상속관련문제, 헤 쉬멥구현? 문제",리스트
"손 코딩이 있고 자바의 기본 적인 부분과 dbms, 알고리즘, 프레임워크등에 대해서 광범위하게 질문하 였습니다",범위
"실제 면접에서의 분위기는 좋은편입니다. 최대한 편하게 해주려는 모습이 보였습니다. 실무진 면접이 라 실무관련 질문만 할 것 같지만, 인성 질문도 중간에 섞여있었습니다. 크게는 온라인 코딩 테스트에 작성한 코드를 기본으로한 설명과, 개선사항, 또한, 이력서 상의 진행한 프로젝트에 대한 경험들에 대한 질문이 주를 이루었습니다. 또한 자료구조에 대한 기초적인 질문(array 와 linkedList의 차이 등) 채용방식 스킬테스트, 개인면접 발표시기 7일 후 ""서류 통과후 - 3시간의 온라인 코딩 테스트 - 1차 팀장급 실무진 면접"" 대기중 긍정적 도움이 돼요 0",array
"자기소개, 자신이 해온 프로젝트 설명, 안드로이드나 iOS의 기본적 구조에 대한 질문, 보통 책의 앞 부분 에 기본적인 개념에 대한 다수의 질문, 메모리 관리방식에 관한 기본적 질문 손코딩 테스트 30분 가량 진행, 4개문항, 문자열 배열 역으로 출력 밑 숫자를 특정한 방식에 맞게 재정 렬 채용방식 필기시험, 스킬테스트, 개인면접 발표시기 0일 후 ""헤드헌터->서류제출->1차면접(실무자2명)"" 불합격 보통 도움이 돼요 0",배열
"3분이 참석하였고, 넓은 범위에서 깊게 물어봤습니다.",범위
과제에 대한 궁금점 및 질문. 뭐 이런 라이브러리를 사용했을때에 장단점,라이브러리
"1차면접은 실무진(팀원, 팀장)이 이력서 기반으로 물어봅니다. 뽑으려는 경력자의 사용 기술스택과 개 발경험이 부서에 적합한지 알아보는것 같습니다. 그리고 기술에 대한 이해도를 바탕으로 실무에 어떻 게 활용할 수있는지 물어봅니다. 2차면접은 지원자의 경력을 물어보고 뽑는 직무에 관련한 지식 및 기술스택에 대한 이해도를 물어봅니 다. 기술리더와 인사팀장이 면접에 들어옵니다. 2차면접 또한 기술면접이라고 보시면 됩니다.",적합
"경력 위주 자기소개, Kotlin, Java, 아키텍처, 업무 관련 이슈 처리 API 처리",API
1. MSA 과점에서의 서비스 개발 경험 2. RESTful API 개발 경험,"REST, API"
"REST API 작성 방법, NoSQL 사용 경험, mysql 사용 경험, php 사용 가능 여부 체크.","API, NoSQL"
신규 라이브러리 적용관련 질문을하여 그에대한 상세 질문을 하였음,라이브러리
1. 프로젝트에서 어려웠던 점 2. 프레임워크와 라이브러리의 차이 3. 자료 구조 질문,라이브러리
"기초적인 머신러닝 기초 개념에 대한 질문 (딥러닝 네트워크가 잘 되는 이유), SVM에 대해서 설명해 보아라. Renforcement learning에서 exploration과 exploitation에 대한 개념을 설명하라.","머신러닝, 딥러닝"
업무 범위 외 프로젝트에 호기심을 느끼시고 설명을 부탁하셨습니다. 순수한 호기심으로 관련 지식에 대한 설명도 함께 부탁하셨습니다,범위
1. 트러블슈팅 경험중 가장 기억에 남는 것은? 2. RESTFUL API에 대해 설명해주세요 3. 데이터베이스 최적화 기법에 대해 아는대로 설명해주세요,"REST, API"
쓰레드-프로세스 관계 함수형 프로그래밍 해쉬,함수
"쓰레드 프로세스 차이, 행렬곱셈연산 손코딩, 64비트 32비트 차이",행렬
RX연산자에 대한 내용과 차이점에 대한 질문,연산자
1. 해당 프로젝트에서 겪었던 큰 어려움은 뭐였으며 어떻게 해결했는지? 2. 웹 브라우저에서 로그인 과정에 대해 설명 3. 사용했던 오픈소스 툴 architecture 설명,오픈소스
React와 Vue의 차이를 설명하시오. 팀프로젝트에서 어려운 문제를 직면했을 때 어떻게 극복했으며 무슨 역할을 맡았는가? 함수형 프로그레밍과 클레스형 프로그래밍에 대해 설명하시오,함수
"1. 검색엔진이란 어떤것이고, 본인은 인턴 기간동안 어떤 업무를 담당하였나 2. 손코딩 - 주어진 범위 내의 모든 소수를 찾아내는 함수를 작성하라 3. 상사와 의견차가 좁혀지지 않는 갈등이 일어났을때 어떻게 해결할 것인가","범위, 함수"
매우 어려웠습니다 this 연산자 질문인데 안에 케이스가 4개 있음 bind함수 짜기 이벤트 리스너,"연산자, 함수"
"promise.all을 사용해봤나요, forEach와 map의 차이점을 아시나요, web cache에 대해 아시나요, 레 거시 브라우저에서 작동하도록 설정한 경험이 있나요",map
"- 지금까지의 경력에서, 개발 중 팀원들과 의견이 다른 경우가 있을 때 어떻게 대처하였는가? - Hadoop, HBase 등 빅데이터 플랫폼의 사용 경험 - ""네이버에 사용자가 아이디와 패스워드를 입력하고 로그인을 했다."" 이 과정에서 발생한 모든 일을 될 수 있는대로 이야기해봐라.",빅데이터
"세 명의 면접관들이 각각 질문에 테마가 있어서 면접관 각각이 아래의 내용으로 질문 했음 1.머신러닝 알고리즘에 대한 전반적인 질문, 2.특정 논문의 꽤 구체적인 질문, 3.인공지능 전반적인 질 문 보다는 특정 영역에 대한 깊이있는 질문","머신러닝 알고리즘, 인공지능"
RESTful api란? call by value와 call by reference 설명? set과 list 차이? http method 종류/ method 별 설명?,REST
"두번째 세션 알고리즘문제 1. 리소스에대한 경합으로 인한 이슈가 발생했을때 해결방안 : atomic, syncronize 키워드를 활용해서 해결할 수 있다고 했고, syncronize 를 사용한 예시를 손코딩 해봄 2. 이진트리 특성을 활용한 알고리즘 문제를 푸는것 이었고, 화이트보드에 손코딩을 함 세번째시간 cs 관련 문제 1. concurrency, parallel 설명함 2. 서버에 캐쉬로직이 있는데 get()과 save()메서드만 수행하는데, 이 서버를 계속 수행하는 oom이 나 는데 뭐가 문제일까? ""상시채용공고에 지인추천으로 서류접수를 하고 1차면접을 진행하였습니다. 1차면접은 3가지 세션으로 진행했는데, 세션당 2명의 면접관이 들어오셨습니다. 첫번째는 경력사항에 대한 질의응답이 주를 이루었고, 두번째는 알고리즘관련 문제를 푸는 것이었습니다. 면접관이 준비해온 문제카드 중 에서 하나씩 꺼내어 제시하면 문제를 보고 화이트보드에 손코딩을 하는 방식으로 진행하였습니다. 세번째 시간은 해당팀 팀장님과 채용포지션에 같이일할 분이 들어와서 cs관련 문제 를 주고 답변을 하는 시간과 팀장님에게 기술경력에 대한 질의응답을 하는 시간을 가졌습니다."" (주)박차컴퍼니 JAVA 개발자 5년 이상, java, spring boot, Docker, Jenkins, Spring Dat… 합격보상 100만원  (주)쏘카 Backend Developer 3 ~ 8년, Javascript 합격보상 100만원  라이언앤 [경력] J 근제 도 3 ~ 5년, ja 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",par
"MSA와 관련한 여러가지 질문들 하둡 Join의 전략 서술 Text diff 판단 알고리즘 채용방식 스킬테스트, 개인면접 발표시기 5일 후 ""총 4분의 면접관이 30분마다 들어옴 2시간의 면접, 모두 화이트보드에 알고리즘을 풀도록 함 문제 난이도는 가장 쉬운 BST부터 창의력을 요하는 문제까지 다양했음 문제를 풀었으면 끝없이 최적화를 하며 시간복잡도를 계산하게 함 그리고 문제 서술 과정에서 여러가지 관련한 질문을 받음"" 합격 긍정적 도움이 돼요 1",하둡
1. 오픈소스 활동 경험 2. 동료와 트러블이 있을때 대처 3. 개발 목표,오픈소스
"대부분 기반으로 물어봄 , 또한 저는 대학원,현재 연구방향이 다른데 현재 포지션 기반으로 필요한 역량 에 대해서 경력서에 기술한 내역이 있으면 질문을 더 집중적으로 한거 같습니다. 코테: 스트링 뒤집기, 바이너리 서치 면접관 중 한명은 구글 면접 질문 리스트 내의 질문을 하였는데 답변을 잘하지 못하였습니다. 네이버 면 접 시 구글 면접 질문 관련해서 준비하면 좋을것 같아요",리스트
"1. 안드로이드나 iOS, 머신러닝도 있는데 굳이 웹 프론트를 선택한 이유는? 2. 1일 1커밋을 오랫동안 진행하셨는데, 어떤 내용에 대해서 공부하셨나요? 3. 공유하고 싶은 프로젝트나 문서, 작성한 부분에 대해서 설명해보세요. 프로젝트에서 어려웠던 점은?",머신러닝
"classification 과 regression 의 차이. Bias 의 필요성. K-mean, knn 등 머신러닝 질문",머신러닝
"Q1. 배열 정렬/탐색 알고리즘 문제 Q2. 간단한 수리 문제 Q3. 운영체제, 재귀함수 등 전공기초 문제","배열, 함수"
"1. 링크드리스트 구현 및 특수한 기능 몇개에 대한 구현 , 변경 등 2. 업무하다 트러블이 생겼던 경험? 3. 하고싶은 말.",리스트
손가락 10개로 표현할 수 있는 숫자의 최대값은? 수학 라이브러리 없이 삼각함수를 구현해보시오? 인적성 면접 시 게임 마케팅 쪽으로 와서 일해볼 생각 없냐는 질문을 받았습니다.,"라이브러리, 함수"
"cv에 작성했던 프로젝트를 많이 물어봄. 무슨 방법을 썼고 왜 그랬는지 자세히 요구함. 또한 기본적인 알고리즘과 자료구조에 대해서도 물어보있으며 지원한 분야가 인공지능 쪽이라 딥러닝 관련 간단한 질문(활성 함수, 로스 함수 등)도 함","인공지능, 딥러닝, 함수"
"1. linkedList와 arrayList의 차이 2. 안드로이드 handler, looper, thread 관계 3. GC 동작 원리 4. 자소서에 작성했던 포트폴리오에 대한 심화 질문",array
"면접관 컴퓨터를 빔프로젝트에 연결하여 코딩테스트 진행 (연결 리스트 구현, 30분) 대규모 데이터 처리 시 성능 향상을 위해 어떻게 하겠나",리스트
"오픈소스 에 기여하고 있는 게 있냐 어디에 기여하고 있냐 그게 뭐냐 발표시기 30일 후 ""실무자 면접 임원 면접을 거쳐 최종 합격했었습니다. 좋은 면접 시간 보내고 왔습 니다. 8여년 전즈음 면접이라 잘 기억은 안나지만요"" 합격 긍정적 도움이 돼요 0",오픈소스
기본적인 네트워크 지식과 HTTP 통신과 REST API에 대해서 설명하고 Spring Framework의 구조에 대해서 질문했습니다. 그 후 자료구조나 간단한 알고리즘 문제를 풀었습니다.,API
코딩 질문들: 1. BS 코딩 2. 1d CNN 코딩 3. malloc 의 wrapping 함수 구현: 특정 int 값의 배수를 메모리 주소로 return 하는 함수,"int, 함수"
1. In-Memory DB와 Mysql DB와의 차이점은? 왜 그렇게 생각하는가? 2. JAVA GC에 대해 설명해보세요. 3. RabbitMQ가 어떤언어로 만들어졌나요? 4. RESTful이란? 5. QUIC의 원리에 대해서 아는가? 6. GitFlow에 대해서 아는가? 7. 피보나치 수열을 손코딩 하라,REST
"프로세스와 쓰레드 차이 인터넷 동작방식 array, poiner 발표시기 30일 후 ""1차 실무진 면접 2차 CTO 면접 전 과정이 기술면접이며 자기소개는 잘 준비할 필요없음"" 합격 긍정적 도움이 돼요 1",array
"전화면접 -안드로이드 관련질문, 인텐트, 액티비티 생명주기,콘텐트프로바이더등 1차면접 - surface , 액티비티, dB 트랜젝션, textureview, recyclerView, handlerThred등 관련 질문 stack , linkedList 손코딩 ,hash 와 map, tree관련 질문",map
"사전 과제와 관련하여 질문(어느 정도의 시간이 소요 되었는지 등) 협업 경험, 협업하면서 가장 어려웠던 것과 어떻게 해결했는가? 전 직장 퇴사 이유. 같은 이유가 네이버에서도 발생한다면 퇴사할 것인가? 채용 직군 관련 기술 질문, 채용 직군과 다른 직군에 대한 기술 질문도 있었음. (협업 때문이라고 하기에 는 타직군의 기술 질문을 하는 이유를 찾기 어려웠음) 대체로 기술 질문을 하는데 있어서 광범위한 컨텍스트에서의 질문이 자주 이루어짐.",범위
"알고리즘 자료구조 보다는 iOS, Swift, 설계방법 그리고 경력 위주의 질문을 받았습니다. Swift 함수나 용어 같은거 물어봤습니다.",함수
프로세스와 쓰레드 차이 어레이와 리스트를 정렬할때 정렬방식에 따라 차이가 잇을까 잇다면 뭐가 더 각각 좋을까 등,리스트
"Call By Address, Reference 차이 Reflection. 왜 사용하는지. Heap 메모리 구조. REST 싱글톤",REST
"[N사 전화면접] - 소요시간 : 30분 자신이 한 프로젝트 기준으로 자기소개 해주세요. 본인이 지금까지 한 프로젝트에 대해 간략히 소개해주세요. RESTFul 쓰는 이유 (굳이 왜?, 일반적으로 post로도 다 통신 하면되는데 왜?) Javascript에서 클로저가 무엇인가? 스프링에서 IoC, DI, AOP가 무엇인가 설명해보세요. Java 다형성, 추상클래스에 대해 설명해보세요. 트랜잭션에 대해 설명해보세요. iBatis/myBatis에서 #와 $의 차이점을 설명해보세요. React의 단점이 있는데 그 단점이 무엇이며 단점을 보완하기 위해 최근에 나온것이 있는데 그게 무엇 인가요? 실무(개발)코딩이 아니라 문제해결을 위한 코딩에 대해 자신이 있나요? (1차면접때 손코딩문제를 내기 에 미리 알려드리는겁니다.) 포트폴리오 관련 질문 3~5개 Java에서 static과 final에 대해 설명해보세요. 본인이 주로한 분야는 FE인가요? BE인가요? html meta태그에 viewport를 쓰셨던데 이게 무엇인가요? 본인이 개발한 서비스가 운영중 느려질경우 어떻게 대처 할 것인가? soa / msa 정의 mysql scail out 과 mongodb sharding 어떨때 쓰나 ""서류전형 > 전화면접 > 1차면접 > 2차면접 > 입사"" 2 던킨/던킨도너츠 (… 4 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스",REST
"프로세스 동기화, GC알고리즘, HTTP Adaptive Streaming, 웹 트랜드, 웹 최적화 기술 등등 채용방식 스킬테스트, PT면접, 개인면접 발표시기 60일 후 ""1차(2명), 2차(4명) 두번의 실무자 면접과 3차(1명) 임원 면접이 한번 있었습니다. 1차, 2차 모두 기술 면접이었고 부서가 하는 업무와 정확하게 일치하는 경력조건으 로 지원했습니다. 실무자 면접에서 면접관들이 매우 만족하였는지 3차 면접에서는 그 자리에서 바로 결과를 통보받았고 연봉, 처우 제안을 받았습니다."" 합격 긍정적 도움이 돼요 1",min
"전화면접 후기 지원분야 관련 기초적 지식 질문 C - Call by value, call by reference 관련 질문 vector와 array의 차이 hashmap의 구조 double pointer 를 사용하는 이유 gc가 어떻게 수행되는지 등 기초적인 내용","array, map, int"
